COD_VAR;LIB_VAR;LIB_VAR_LONG;COD_MOD;LIB_MOD;TYPE_VAR;LONG_VAR
CODGEO;Code géographique;Code géographique;752;Saint-Julien-du-Sault;CHAR;3
CODGEO;Code géographique;Code géographique;753;Gorron;CHAR;3
CODGEO;Code géographique;Code géographique;754;Sillé-le-Guillaume;CHAR;3
CODGEO;Code géographique;Code géographique;755;Saint-Brice-en-Coglès;CHAR;3
CODGEO;Code géographique;Code géographique;756;Cruas;CHAR;3
CODGEO;Code géographique;Code géographique;757;Meslay-du-Maine;CHAR;3
CODGEO;Code géographique;Code géographique;758;Kayl (LUX) - Ottange (partie française);CHAR;3
CODGEO;Code géographique;Code géographique;759;Saint-James;CHAR;3
CODGEO;Code géographique;Code géographique;760;Toucy;CHAR;3
CODGEO;Code géographique;Code géographique;761;Vertus;CHAR;3
CODGEO;Code géographique;Code géographique;762;Lièpvre;CHAR;3
CODGEO;Code géographique;Code géographique;763;Avord;CHAR;3
CODGEO;Code géographique;Code géographique;764;Josselin;CHAR;3
CODGEO;Code géographique;Code géographique;765;Val-au-Perche;CHAR;3
CODGEO;Code géographique;Code géographique;766;Fruges;CHAR;3
CODGEO;Code géographique;Code géographique;767;Maubourguet;CHAR;3
CODGEO;Code géographique;Code géographique;768;Loué;CHAR;3
CODGEO;Code géographique;Code géographique;769;Saint-Mars-la-Jaille;CHAR;3
CODGEO;Code géographique;Code géographique;770;Biesheim;CHAR;3
CODGEO;Code géographique;Code géographique;771;Mortain;CHAR;3
CODGEO;Code géographique;Code géographique;9B1;Le Robert;CHAR;3
CODGEO;Code géographique;Code géographique;9B2;Fort-de-France;CHAR;3
CODGEO;Code géographique;Code géographique;9B3;Le Lamentin;CHAR;3
CODGEO;Code géographique;Code géographique;9B4;Sainte-Marie;CHAR;3
CODGEO;Code géographique;Code géographique;9B5;Le Lorrain;CHAR;3
CODGEO;Code géographique;Code géographique;9B6;Saint-Pierre;CHAR;3
CODGEO;Code géographique;Code géographique;9D1;Saint-Denis;CHAR;3
CODGEO;Code géographique;Code géographique;9D2;Saint-Paul;CHAR;3
CODGEO;Code géographique;Code géographique;9D3;Saint-Pierre;CHAR;3
CODGEO;Code géographique;Code géographique;9D4;Saint-André;CHAR;3
CODGEO;Code géographique;Code géographique;9D5;Saint-Louis;CHAR;3
CODGEO;Code géographique;Code géographique;9D6;Saint-Joseph;CHAR;3
CODGEO;Code géographique;Code géographique;9D7;Saint-Benoît;CHAR;3
